EmployeeID,Name,Age,Department,Role,Location,DigitalTrainingHours,DigitalTransformationScore,YearsAtCompany,Satisfaction
721,Employee_721,51,HR,Executive,Singapore,38,61.71,2.9,1.6
722,Employee_722,28,Finance,Coordinator,Singapore,97.7,85,28.1,2.7
723,Employee_723,59,Finance,Executive,New York,11.1,19.62,16.1,4.7
724,Employee_724,46,Operations,Specialist,London,42.3,12.55,36.8,9.4
725,Employee_725,54,Operations,Manager,Dubai,4.2,96.35,26,4.4
726,Employee_726,23,Sales,Executive,Dubai,74,10.8,3.6,7
727,Employee_727,32,Marketing,Manager,Tokyo,91.8,47.85,37.9,3.3
728,Employee_728,21,Marketing,Manager,Singapore,28,58.56,10.3,2.1
729,Employee_729,64,Sales,Executive,Singapore,85.8,54.14,13.5,1.5
730,Employee_730,25,Sales,Executive,Berlin,29.2,8.6,16.1,3.7
731,Employee_731,50,IT,Analyst,San Francisco,91.1,5.7,2,2.4
732,Employee_732,50,Operations,Executive,Sydney,75.4,10.55,19.9,2.6
733,Employee_733,37,IT,Executive,Sydney,80.5,58.56,4.9,7.8
734,Employee_734,43,Finance,Analyst,New York,1.8,54.43,16,1.1
735,Employee_735,35,Operations,Analyst,Berlin,96.3,23.37,14,6
736,Employee_736,57,Operations,Specialist,San Francisco,72.7,63.78,30.9,4.4
737,Employee_737,41,HR,Executive,Sydney,30.5,82.01,32.1,5.6
738,Employee_738,34,Operations,Coordinator,Singapore,82.9,4.16,6.1,6.1
739,Employee_739,22,Finance,Manager,Dubai,28.2,49.81,14.7,3.8
740,Employee_740,31,Marketing,Analyst,Dubai,87.3,68.93,14.9,3.7
741,Employee_741,59,Marketing,Executive,San Francisco,11.3,25.23,6.1,7.6
742,Employee_742,58,Operations,Coordinator,Sydney,70.4,30.78,31.9,8.8
743,Employee_743,54,Marketing,Manager,San Francisco,54.1,61.36,28.3,2.7
744,Employee_744,58,IT,Executive,London,9.7,89.79,7.6,1.9
745,Employee_745,54,Operations,Coordinator,London,24.2,80.99,14.7,9.1
746,Employee_746,38,IT,Manager,Berlin,1.2,58.31,4.2,4.1
747,Employee_747,50,Sales,Coordinator,New York,46.9,73.02,25.1,6
748,Employee_748,35,Sales,Analyst,Sydney,30.1,36.48,4.9,4.2
749,Employee_749,47,HR,Executive,Sydney,59.8,64.1,39.4,2.1
750,Employee_750,54,Operations,Coordinator,Tokyo,29.7,46.62,31.2,6.3
751,Employee_751,58,Sales,Coordinator,Singapore,30,18.99,15.6,5.7
752,Employee_752,53,Sales,Executive,Singapore,74.3,70.17,23.1,2.8
753,Employee_753,44,Marketing,Manager,Sydney,4.8,55.65,36.5,5.1
754,Employee_754,35,HR,Executive,London,90.3,35.86,22.2,8.2
755,Employee_755,50,HR,Coordinator,New York,85.2,91.13,7,6.3
756,Employee_756,62,Marketing,Specialist,Paris,66.8,2.09,15.1,1.9
757,Employee_757,37,Operations,Manager,San Francisco,59.3,31.58,33.7,5.9
758,Employee_758,25,IT,Coordinator,Paris,89.2,5.69,25.8,7.3
759,Employee_759,49,Operations,Specialist,Toronto,18.5,76.65,26,8.1
760,Employee_760,24,IT,Manager,London,7.9,70.21,34.7,6.7
761,Employee_761,30,HR,Analyst,Tokyo,24,33.14,35.8,2.4
762,Employee_762,37,Finance,Executive,Dubai,79.5,67.57,36.8,7.4
763,Employee_763,30,Operations,Manager,Berlin,3.5,39.59,3.8,7.1
764,Employee_764,37,Finance,Manager,Berlin,58.3,75.63,21.8,1.2
765,Employee_765,40,IT,Coordinator,London,99.5,45.42,29.6,4.7
766,Employee_766,44,Operations,Specialist,Toronto,85.6,41.23,30.3,4
767,Employee_767,25,Finance,Manager,Berlin,52.1,93.47,24.3,7
768,Employee_768,54,Finance,Executive,San Francisco,6.4,25.09,6.7,2.9
769,Employee_769,26,Operations,Manager,Berlin,83.1,12.04,31.9,6.3
770,Employee_770,22,Finance,Manager,Sydney,59.9,58.45,28.8,9.2
771,Employee_771,33,Operations,Coordinator,London,11.5,96.93,3.4,8.2
772,Employee_772,63,Finance,Manager,Toronto,9.4,37.78,18.6,9.3
773,Employee_773,63,HR,Specialist,New York,91,6.2,7,9.8
774,Employee_774,31,Operations,Coordinator,Dubai,66.9,33.93,13.5,1.1
775,Employee_775,43,HR,Analyst,London,82.9,50.59,0.7,6.6
776,Employee_776,36,Marketing,Analyst,San Francisco,87.9,16.19,16,4.7
777,Employee_777,51,Sales,Coordinator,San Francisco,57.2,65.81,22,8.7
778,Employee_778,31,HR,Specialist,Dubai,51.7,99.77,24.8,3.3
779,Employee_779,36,Finance,Coordinator,Singapore,43,45.17,26.5,9.8
780,Employee_780,28,IT,Coordinator,Paris,31.7,35.47,33.5,6.5
781,Employee_781,24,Marketing,Coordinator,San Francisco,43.5,40.07,8.6,8.1
782,Employee_782,60,HR,Coordinator,New York,77.4,11.51,4.8,1.8
783,Employee_783,24,Marketing,Manager,Singapore,60.2,88.33,34.1,2.7
784,Employee_784,45,HR,Executive,New York,89.3,41.48,6.3,7.8
785,Employee_785,23,HR,Analyst,Singapore,44.3,38.73,39,1.2
786,Employee_786,52,IT,Specialist,Toronto,60.7,65.97,33.7,8.4
787,Employee_787,23,IT,Manager,Dubai,63.1,44.2,20,1.1
788,Employee_788,47,HR,Analyst,San Francisco,59.2,64.82,39.3,6.9
789,Employee_789,49,Sales,Executive,Singapore,70.3,6.14,3.9,4.3
790,Employee_790,52,IT,Coordinator,Paris,23.7,81.37,12.1,6.5
791,Employee_791,39,IT,Executive,Dubai,51.2,94.05,25.5,7.3
792,Employee_792,41,IT,Analyst,Paris,10.4,64.88,14,4.1
793,Employee_793,25,Operations,Analyst,Paris,38.5,95.46,37.1,2
794,Employee_794,38,Marketing,Manager,London,48.8,15.14,2.6,1.6
795,Employee_795,48,HR,Manager,Toronto,65.2,47.74,22,6.3
796,Employee_796,62,Sales,Specialist,Dubai,95.1,60.18,23.6,5.7
797,Employee_797,42,IT,Coordinator,Dubai,60.1,58.17,26.1,7.7
798,Employee_798,41,Operations,Executive,Sydney,74.4,40.15,10.2,5.6
799,Employee_799,26,Marketing,Coordinator,Singapore,50.6,33.81,14.6,4.8
800,Employee_800,21,Finance,Executive,Toronto,63.4,12.68,33.7,4.6
801,Employee_801,25,Finance,Coordinator,Toronto,7.1,39.17,7.8,1.2
802,Employee_802,61,IT,Analyst,Dubai,25.4,16.27,33.1,4
803,Employee_803,32,Sales,Analyst,Berlin,36.2,73.44,22.5,9.8
804,Employee_804,46,Sales,Coordinator,Tokyo,47.2,20.88,30.5,8.9
805,Employee_805,54,Marketing,Specialist,Toronto,4.6,5.86,28.5,4
806,Employee_806,34,Marketing,Analyst,Sydney,14,55.24,8.3,6.3
807,Employee_807,46,HR,Specialist,Tokyo,27.7,59.52,22.8,8.6
808,Employee_808,47,IT,Analyst,San Francisco,97.2,87.19,34.7,5
809,Employee_809,29,Finance,Manager,Paris,33.1,57.7,17.3,1.2
810,Employee_810,46,HR,Manager,Paris,48.2,34.55,38.7,1.7
811,Employee_811,42,Sales,Coordinator,Toronto,19.6,80.3,18.1,5.6
812,Employee_812,50,HR,Executive,Dubai,61.1,54.03,5.7,9.7
813,Employee_813,63,Finance,Manager,Singapore,28.1,7.93,15.6,7.2
814,Employee_814,37,Sales,Analyst,Tokyo,20.7,56.59,38.1,1.6
815,Employee_815,46,Marketing,Analyst,Singapore,51.7,90.8,12.8,2.7
816,Employee_816,56,Operations,Manager,Sydney,0.6,39.63,34.7,7.9
817,Employee_817,21,Operations,Manager,Singapore,0.8,29.63,35.3,8.6
818,Employee_818,28,Marketing,Executive,Berlin,21.9,14.35,14,6.6
819,Employee_819,55,IT,Manager,Berlin,3.7,15.14,3.3,6.8
820,Employee_820,35,HR,Coordinator,Berlin,10.8,43.28,29,1.3
821,Employee_821,42,Sales,Executive,Dubai,33.9,59.57,12.5,8.5
822,Employee_822,34,Marketing,Manager,Tokyo,80.3,8.06,31.3,8.1
823,Employee_823,46,Marketing,Analyst,Sydney,57.2,93.96,17.7,3.3
824,Employee_824,48,IT,Manager,Paris,51.3,75.51,19.4,7.4
825,Employee_825,43,HR,Coordinator,Paris,29.3,58.66,31.1,2.9
826,Employee_826,34,Marketing,Coordinator,Singapore,93.2,82.84,15.3,1.4
827,Employee_827,44,Finance,Analyst,Singapore,39.7,8.02,17.7,2.8
828,Employee_828,22,Marketing,Executive,Sydney,8.7,47.68,15,2.6
829,Employee_829,46,Sales,Analyst,London,61.7,63.01,14.7,4
830,Employee_830,34,HR,Manager,Sydney,11.4,82.87,21,4.8
831,Employee_831,27,Sales,Analyst,Singapore,34.5,78.35,32.4,5.6
832,Employee_832,23,HR,Executive,San Francisco,50.7,27.71,14.5,5.3
833,Employee_833,43,Finance,Specialist,Dubai,87.4,94.09,21,3.4
834,Employee_834,63,Sales,Analyst,Dubai,49.4,12.43,26.8,1.3
835,Employee_835,38,Operations,Executive,Toronto,70.2,87.51,10.8,6.4
836,Employee_836,58,Marketing,Specialist,Singapore,99.3,97.09,11.1,4.6
837,Employee_837,55,Finance,Executive,Tokyo,13.1,17.72,37.3,3.7
838,Employee_838,35,HR,Executive,Toronto,27.5,72.21,28.9,8.8
839,Employee_839,45,Sales,Specialist,New York,39.5,4.03,23.1,7.7
840,Employee_840,57,Marketing,Analyst,Singapore,42.2,40.54,25.9,8.7
841,Employee_841,48,Finance,Specialist,London,41.1,51.63,1.2,5.5
842,Employee_842,30,HR,Analyst,New York,90.8,58.06,24.7,2.2
843,Employee_843,59,Operations,Executive,Toronto,71.4,93.59,20.4,7.3
844,Employee_844,37,Operations,Analyst,Paris,60.8,67.23,21.8,2.9
845,Employee_845,59,HR,Coordinator,New York,30.9,48.13,14.4,5
846,Employee_846,42,Operations,Specialist,New York,82.4,80.97,3.3,1.6
847,Employee_847,46,Finance,Specialist,Berlin,95.5,95.05,7.7,8.4
848,Employee_848,64,Marketing,Manager,Tokyo,82.1,2.21,38,2.1
849,Employee_849,45,Operations,Executive,Paris,0.2,98.25,16.3,9.1
850,Employee_850,37,Marketing,Executive,Tokyo,63.6,8.61,18.7,8.8
851,Employee_851,33,IT,Analyst,Tokyo,5.1,81.44,2.1,5.2
852,Employee_852,40,Operations,Coordinator,Paris,25.8,28.03,1.5,7.7
853,Employee_853,45,IT,Executive,New York,6,13.22,28.7,6.6
854,Employee_854,24,Marketing,Coordinator,Tokyo,60.4,43.99,21.5,8.2
855,Employee_855,30,Sales,Manager,Berlin,68.7,64.4,20.3,4.9
856,Employee_856,23,Marketing,Specialist,Singapore,11.4,38.1,9.7,8.1
857,Employee_857,61,Finance,Coordinator,New York,38.4,5.46,29.8,5.2
858,Employee_858,38,Sales,Executive,Sydney,45.6,59.95,6.7,9.5
859,Employee_859,56,Sales,Specialist,San Francisco,36.9,90.24,7.6,5.4
860,Employee_860,42,Operations,Coordinator,London,12.1,38.32,18.4,5.2
861,Employee_861,54,Operations,Coordinator,Dubai,41.9,21.63,11.5,8.1
862,Employee_862,28,Operations,Analyst,Singapore,75.1,44.26,9.9,8.4
863,Employee_863,60,Marketing,Specialist,Berlin,7.1,4.84,25.8,6
864,Employee_864,64,Sales,Coordinator,Singapore,8,82.05,26,2.6
865,Employee_865,39,Finance,Analyst,Toronto,35.5,82.63,33,5.2
866,Employee_866,62,Finance,Executive,Berlin,94.2,58.8,16.7,9.7
867,Employee_867,61,IT,Coordinator,Singapore,66.9,35.31,2.9,7.8
868,Employee_868,57,HR,Analyst,Tokyo,67.9,79.98,10.9,8.3
869,Employee_869,26,Finance,Analyst,New York,36.2,55.47,39.2,1.3
870,Employee_870,46,Operations,Specialist,Toronto,59.4,82.59,23.9,5.2
871,Employee_871,54,IT,Analyst,Toronto,1,63.15,28.4,6.8
872,Employee_872,26,Operations,Coordinator,Toronto,63.6,78.44,0.3,8.5
873,Employee_873,57,Sales,Manager,Sydney,91.3,59.86,20.7,1.4
874,Employee_874,53,Sales,Executive,Singapore,61.3,41.41,1.5,8.7
875,Employee_875,42,Marketing,Coordinator,New York,87.4,95.79,22.8,5.9
876,Employee_876,41,Operations,Coordinator,New York,72.4,54.11,36.8,2.8
877,Employee_877,26,Finance,Executive,Tokyo,12.1,60.51,38.7,3.9
878,Employee_878,26,HR,Executive,Berlin,90.2,22.05,21.6,3.5
879,Employee_879,24,Operations,Analyst,Dubai,6.6,62.57,18.3,5.8
880,Employee_880,50,Finance,Coordinator,San Francisco,53.4,57.16,37.8,1.5
881,Employee_881,31,IT,Analyst,Berlin,14.2,18.48,26.9,2.4
882,Employee_882,50,Operations,Specialist,Sydney,1.2,5.96,2.6,8.3
883,Employee_883,51,IT,Analyst,Dubai,42.2,60.44,18.6,2.2
884,Employee_884,44,Finance,Specialist,Singapore,29.5,76.37,9.6,3.1
885,Employee_885,29,Finance,Manager,Dubai,48.6,52.34,18.8,5.1
886,Employee_886,23,Finance,Coordinator,Berlin,57.7,22.68,18.2,5.7
887,Employee_887,51,Finance,Specialist,Berlin,4.4,66.65,23.3,7.9
888,Employee_888,60,Sales,Manager,Tokyo,12.3,8.01,14.3,5
889,Employee_889,57,Marketing,Executive,San Francisco,55.9,44.18,6.6,8.1
890,Employee_890,56,Finance,Analyst,Paris,34.3,16.34,20.1,6.6
891,Employee_891,44,Sales,Manager,London,72.9,18.45,33.2,2
892,Employee_892,51,HR,Specialist,Paris,65.2,20.23,26.6,2.4
893,Employee_893,26,Sales,Coordinator,Paris,84.6,38.67,13.5,4.9
894,Employee_894,22,IT,Executive,Singapore,69.2,5.12,37.4,4.6
895,Employee_895,40,HR,Executive,London,43,39.78,36.5,7.7
896,Employee_896,48,IT,Manager,Toronto,67.3,51.17,8.4,6.2
897,Employee_897,31,Marketing,Manager,New York,27.5,48.33,1.6,4.5
898,Employee_898,24,Operations,Analyst,Toronto,30.6,38.28,29.7,2.5
899,Employee_899,35,Operations,Executive,Tokyo,78.9,83.91,33.1,3
900,Employee_900,26,Sales,Executive,Singapore,44.6,14.53,38.7,6.2
901,Employee_901,50,IT,Analyst,Tokyo,79.8,50.57,35.6,4.8
902,Employee_902,58,Marketing,Coordinator,Paris,82.2,6.2,24,5.6
903,Employee_903,22,Operations,Analyst,Paris,85.8,7.12,21.2,2.5
904,Employee_904,35,Marketing,Specialist,Dubai,91.7,57.39,1.1,7
905,Employee_905,31,Marketing,Specialist,Tokyo,43.1,56.6,9.9,8.7
906,Employee_906,28,Operations,Manager,New York,31.9,87.8,18.4,3.3
907,Employee_907,46,Operations,Analyst,Sydney,58.2,55.79,25.1,5.4
908,Employee_908,64,HR,Analyst,San Francisco,37.1,95.98,22.3,9.8
909,Employee_909,25,HR,Manager,Paris,60.1,4.87,29.7,4
910,Employee_910,26,Finance,Coordinator,New York,70.6,9.8,11.2,6.4
911,Employee_911,46,IT,Analyst,Paris,68.8,4.41,22.6,1.8
912,Employee_912,24,Operations,Executive,Sydney,37.5,18.53,3.5,6.5
913,Employee_913,39,Marketing,Analyst,Dubai,16.7,54.13,16.5,1.8
914,Employee_914,40,IT,Coordinator,New York,43.1,64.56,30,9.6
915,Employee_915,53,Finance,Analyst,Dubai,14.3,4.56,27.7,7.4
916,Employee_916,40,Marketing,Executive,Tokyo,89,94.6,39.6,8.1
917,Employee_917,32,Sales,Specialist,San Francisco,34.6,84.22,11.1,7.3
918,Employee_918,21,Finance,Specialist,Dubai,15.4,29.66,19.9,6.3
919,Employee_919,46,Operations,Coordinator,Singapore,2.5,7.72,13.2,5
920,Employee_920,34,Sales,Coordinator,Sydney,64.6,16.99,17.6,8.7
921,Employee_921,58,Sales,Executive,London,63.7,12.69,34.3,9.6
922,Employee_922,57,Finance,Specialist,Sydney,34.1,12.33,27.4,5.5
923,Employee_923,31,Operations,Specialist,Singapore,7.2,51.86,35.3,9.4
924,Employee_924,56,Marketing,Specialist,Berlin,41,24.58,8.1,6.2
925,Employee_925,33,Sales,Specialist,Paris,31.1,35.81,34.9,5.8
926,Employee_926,63,Finance,Executive,Singapore,67.7,98.95,2.4,5.1
927,Employee_927,23,Finance,Coordinator,London,60.6,68.43,35.5,2.9
928,Employee_928,53,Marketing,Coordinator,Singapore,36.5,94.9,13.2,1
929,Employee_929,26,Operations,Manager,Paris,21.8,14.26,12.6,3.2
930,Employee_930,30,Finance,Coordinator,Toronto,98.8,38.21,20.5,5.6
931,Employee_931,25,Finance,Specialist,Singapore,45.4,55.47,37.6,4.4
932,Employee_932,43,Finance,Analyst,Singapore,68.8,7.68,1.9,5
933,Employee_933,30,IT,Specialist,Toronto,14.1,0.42,14.1,9.8
934,Employee_934,64,HR,Specialist,London,48.6,67.04,34.3,4.2
935,Employee_935,22,Marketing,Coordinator,Sydney,2.8,64.18,15.8,5.1
936,Employee_936,33,IT,Manager,Berlin,50.5,41.08,8,2.2
937,Employee_937,60,Finance,Executive,Berlin,96.4,48.96,17,1.4
938,Employee_938,22,HR,Analyst,Sydney,38.4,41.54,15.4,8
939,Employee_939,40,Marketing,Analyst,Sydney,3.9,2.4,36.6,6.1
940,Employee_940,21,Sales,Manager,Sydney,3.1,33.54,30.5,7.8
941,Employee_941,57,Marketing,Specialist,Tokyo,38.8,17.71,20.2,2.3
942,Employee_942,29,IT,Executive,Berlin,16,9.84,39.5,6.1
943,Employee_943,37,IT,Executive,Dubai,2.3,95.67,18.6,3.3
944,Employee_944,29,IT,Executive,Singapore,75.6,59.94,2.3,3.1
945,Employee_945,31,Marketing,Coordinator,San Francisco,45.9,72.87,10.5,1.1
946,Employee_946,35,Operations,Specialist,Singapore,28.9,31.54,17.4,2.2
947,Employee_947,44,Finance,Analyst,New York,90,39.31,6.3,3.8
948,Employee_948,58,Marketing,Analyst,London,11.6,23.69,37.9,2.1
949,Employee_949,55,Sales,Specialist,Sydney,95.6,9.7,30.7,9.9
950,Employee_950,50,Sales,Analyst,San Francisco,31.4,17.9,10.7,3.8
951,Employee_951,51,Sales,Coordinator,Berlin,88.8,79.75,23.6,2.2
952,Employee_952,25,Finance,Executive,Dubai,60.3,67.75,28.9,2.8
953,Employee_953,64,HR,Analyst,Dubai,82.7,54.69,37.7,6.3
954,Employee_954,34,IT,Coordinator,Berlin,98.4,47.51,35.3,1.6
955,Employee_955,31,Finance,Executive,New York,28.8,92.24,20.6,8.8
956,Employee_956,29,IT,Specialist,Sydney,96.1,7.27,31,9.7
957,Employee_957,54,Finance,Specialist,Toronto,38.9,28.06,22.5,3.2
958,Employee_958,32,IT,Coordinator,London,38.6,34.99,22.1,5.1
959,Employee_959,55,Finance,Coordinator,Toronto,34,78.24,4.6,1.2
960,Employee_960,55,HR,Coordinator,Tokyo,54.1,99.25,5,6.8
961,Employee_961,21,Marketing,Analyst,Singapore,15.4,24.07,21.2,4.7
962,Employee_962,60,Sales,Specialist,Tokyo,55.4,87.43,10.8,3.4
963,Employee_963,42,IT,Analyst,New York,54.2,83.06,0.8,2.9
964,Employee_964,49,Finance,Analyst,Singapore,76.2,22.47,28.9,6.9
965,Employee_965,28,HR,Executive,Sydney,83.4,39.93,1.3,4.7
966,Employee_966,31,HR,Coordinator,Singapore,44,40.97,23.8,2.6
967,Employee_967,61,Sales,Analyst,Singapore,30.2,97.82,21.6,7.2
968,Employee_968,57,Finance,Executive,San Francisco,25.9,18.09,38.8,6.1
969,Employee_969,34,Marketing,Manager,San Francisco,19.5,79.92,19.4,8.7
970,Employee_970,50,IT,Executive,New York,5.8,33.42,2.5,2.1
971,Employee_971,55,Marketing,Manager,Tokyo,34.2,73.09,22.1,8.1
972,Employee_972,41,Operations,Manager,Berlin,27,42,33.6,7.1
973,Employee_973,57,HR,Manager,Sydney,96.6,57.84,39.9,2
974,Employee_974,25,HR,Manager,Singapore,55.8,83.26,17.2,7.3
975,Employee_975,39,Sales,Coordinator,London,34.7,80.42,12.8,5
976,Employee_976,34,Finance,Analyst,London,58,86.64,36.3,9.5
977,Employee_977,46,Operations,Analyst,Paris,13.9,5.96,7.6,2.3
978,Employee_978,24,Operations,Manager,Singapore,44.4,69.21,24.6,6.8
979,Employee_979,45,Operations,Analyst,Singapore,62.6,14,16.2,4.4
980,Employee_980,62,Finance,Manager,New York,48.9,41.58,1.6,9.6
981,Employee_981,45,IT,Analyst,London,40.2,54.86,13.9,4
982,Employee_982,38,HR,Executive,Berlin,99.4,40.27,10.6,9.7
983,Employee_983,60,Finance,Coordinator,Berlin,88,51.96,27.4,9.1
984,Employee_984,28,Operations,Specialist,Toronto,62.3,99.65,38,3.4
985,Employee_985,59,HR,Manager,London,56.9,13.52,10.7,8.2
986,Employee_986,60,HR,Executive,Berlin,62.1,67.55,32.5,10
987,Employee_987,34,Operations,Executive,Singapore,20.1,39.6,2.2,3.3
988,Employee_988,52,Operations,Coordinator,Toronto,39.5,13.3,21.5,4.9
989,Employee_989,58,HR,Coordinator,London,3.9,15.87,2.8,5.7
990,Employee_990,53,Sales,Manager,Paris,47.6,94.93,37.4,3.7
991,Employee_991,43,Marketing,Manager,New York,54.3,87.96,30.7,1.1
992,Employee_992,35,Marketing,Executive,San Francisco,22.8,90.7,26.3,3
993,Employee_993,53,HR,Executive,Sydney,96.4,99.15,33,3.5
994,Employee_994,45,IT,Coordinator,New York,90.9,20.83,25.9,5
995,Employee_995,37,IT,Manager,London,72.2,35.54,38.8,2.5
996,Employee_996,53,Sales,Manager,London,53.3,66.92,28.6,8.9
997,Employee_997,22,Finance,Executive,New York,87,48.38,37,7.3
998,Employee_998,34,HR,Specialist,Paris,13.1,41.84,20.7,1.8
999,Employee_999,60,IT,Executive,Tokyo,79.1,35.78,4.7,6.9
1000,Employee_1000,60,HR,Specialist,Singapore,12.5,59.38,21.1,6.9
1001,Employee_1001,59,Sales,Manager,London,79.4,57.56,5.1,9.6
1002,Employee_1002,26,Operations,Executive,Dubai,27.6,16.15,23.7,1
1003,Employee_1003,26,Sales,Coordinator,Berlin,87.7,47.17,19.3,3.2
1004,Employee_1004,23,Sales,Analyst,Tokyo,94.4,55.35,24.9,9.4
1005,Employee_1005,27,Sales,Manager,Toronto,14.9,57.03,0.4,9.4
1006,Employee_1006,28,IT,Manager,Toronto,46.3,21.01,7.8,7.5
1007,Employee_1007,62,Sales,Executive,San Francisco,98.1,74.23,19.7,7.9
1008,Employee_1008,35,Operations,Analyst,Toronto,48.3,2.52,38,1.8
1009,Employee_1009,49,Operations,Analyst,Toronto,86.4,35.48,15.3,5.6
1010,Employee_1010,53,Operations,Analyst,Sydney,58.9,78.02,17,3.1
1011,Employee_1011,50,Finance,Executive,New York,37.5,56.39,28.6,2.6
1012,Employee_1012,59,Sales,Executive,Toronto,28.6,26.12,24.2,8.3
1013,Employee_1013,47,Operations,Specialist,London,20.3,69.5,12,2.2
1014,Employee_1014,56,Finance,Specialist,Singapore,76.2,56.74,16.4,5.2
1015,Employee_1015,49,Sales,Specialist,New York,38.7,79.62,8.7,9.4
1016,Employee_1016,58,Sales,Coordinator,Dubai,51.1,73.5,38.6,2.7
1017,Employee_1017,53,HR,Manager,London,49.2,61.01,5.2,9.8
1018,Employee_1018,57,Sales,Specialist,Dubai,57.7,48.82,14.9,9.9
1019,Employee_1019,47,Marketing,Coordinator,New York,86.6,13.32,1,6
1020,Employee_1020,53,HR,Coordinator,London,98.1,26.13,8.9,2.5
1021,Employee_1021,24,IT,Executive,Sydney,40.8,41.91,31.2,3.8
1022,Employee_1022,42,Marketing,Analyst,Singapore,82.8,59.93,8,4.8
1023,Employee_1023,22,IT,Analyst,London,76.5,51.37,3.2,3.8
1024,Employee_1024,30,Finance,Specialist,Tokyo,57.4,28.82,19,3.5
1025,Employee_1025,25,Marketing,Manager,Tokyo,95.6,0.65,0.4,9.8
1026,Employee_1026,30,HR,Manager,Dubai,20,49.62,3.4,2.4
1027,Employee_1027,53,IT,Manager,London,10.9,28.56,32.3,7.6
1028,Employee_1028,58,IT,Coordinator,Tokyo,85.4,73.46,30.9,1
1029,Employee_1029,33,IT,Coordinator,San Francisco,43.9,2.39,36.6,6.4
1030,Employee_1030,51,Sales,Coordinator,Toronto,84.7,58.48,34.2,9.2
1031,Employee_1031,56,HR,Executive,Toronto,89.3,94.15,27.3,3.6
1032,Employee_1032,44,IT,Coordinator,New York,6.2,17.44,2.1,2.7
1033,Employee_1033,35,HR,Manager,San Francisco,88.3,47.16,31.3,6.9
1034,Employee_1034,49,Operations,Manager,Paris,44.8,9.14,33.8,7.4
1035,Employee_1035,28,Operations,Analyst,Singapore,51,62.57,32,7.2
1036,Employee_1036,25,Marketing,Manager,Berlin,62.7,55.05,20.3,3.9
1037,Employee_1037,49,Sales,Coordinator,Paris,92.6,40.74,9.3,3.3
1038,Employee_1038,24,Operations,Coordinator,Toronto,1.9,52.14,33.8,9.6
1039,Employee_1039,32,Finance,Specialist,Singapore,47.7,89.66,29.1,9.3
1040,Employee_1040,22,HR,Executive,Tokyo,68.8,19.63,39.2,5.1
1041,Employee_1041,47,IT,Manager,Paris,72.3,2.26,6.2,8.6
1042,Employee_1042,51,Finance,Executive,Tokyo,69.3,86.17,9,5.1
1043,Employee_1043,56,Marketing,Manager,Sydney,13.4,57.71,8.5,4.8
1044,Employee_1044,56,Finance,Analyst,New York,29.9,89.07,31.7,2.4
1045,Employee_1045,46,Marketing,Analyst,Singapore,35.9,59.69,7.5,4.8
1046,Employee_1046,63,Operations,Executive,Singapore,80.4,81.02,2.7,5.8
1047,Employee_1047,47,HR,Coordinator,Paris,27.9,42.97,39.9,1.2
1048,Employee_1048,25,Marketing,Specialist,London,21.1,74.99,1,5
1049,Employee_1049,40,IT,Manager,New York,95.7,91.3,33.4,8
1050,Employee_1050,31,Finance,Manager,New York,0.9,57.21,14.6,7.1
1051,Employee_1051,30,Marketing,Specialist,Dubai,99.8,18.08,33.7,6.7
1052,Employee_1052,60,Sales,Executive,Dubai,67.7,26.88,22.2,9.2
1053,Employee_1053,58,Marketing,Executive,Toronto,82.8,19.86,36.1,1.2
1054,Employee_1054,26,IT,Manager,Singapore,29.5,24.69,37,6
1055,Employee_1055,28,Operations,Analyst,Singapore,1.4,30.64,0.4,8.1
1056,Employee_1056,43,HR,Specialist,London,73.8,55.51,3,5.9
1057,Employee_1057,46,Sales,Manager,Tokyo,83.4,58.8,10,3.9
1058,Employee_1058,63,IT,Analyst,Berlin,74,42.65,26.8,2.2
1059,Employee_1059,32,Marketing,Executive,Sydney,14.3,61.54,35.5,9
1060,Employee_1060,46,IT,Analyst,Berlin,75.3,8.16,18.4,5.2
1061,Employee_1061,33,Finance,Coordinator,Toronto,76.9,8.78,24.3,8.9
1062,Employee_1062,60,IT,Manager,Singapore,65.9,17.18,7.5,6.3
1063,Employee_1063,38,HR,Specialist,Paris,76.6,51.81,32.2,7.1
1064,Employee_1064,45,HR,Analyst,Paris,84.6,21.4,38.7,8.2
1065,Employee_1065,53,IT,Executive,Paris,61.4,28.33,10.7,6.9
1066,Employee_1066,60,Finance,Analyst,Berlin,8.9,40.03,19.8,4.6
1067,Employee_1067,63,Sales,Executive,Dubai,48.8,81.19,3.4,5.6
1068,Employee_1068,32,Marketing,Coordinator,Tokyo,7.8,1.39,22.4,8.2
1069,Employee_1069,64,Sales,Executive,Berlin,40.8,64.94,20.1,4.4
1070,Employee_1070,56,Finance,Specialist,London,40.7,66.89,5.8,4.5
1071,Employee_1071,24,Operations,Coordinator,Paris,6.6,79.87,17.7,1.9
1072,Employee_1072,25,HR,Analyst,Dubai,34.9,93.28,13.4,9.2
1073,Employee_1073,57,Operations,Manager,New York,11.1,2.01,20.9,1.8
1074,Employee_1074,28,Marketing,Executive,Singapore,80.8,15.38,23.4,6.8
1075,Employee_1075,62,Finance,Specialist,San Francisco,94.8,88.62,0.3,4.7
1076,Employee_1076,48,Marketing,Manager,Singapore,7.2,45.85,30.4,4.7
